	label	decision_function	pmid	sentence_pos	text	title
595	0	-1.256	18689542	0.1	We studied 126 well-characterized CLL patients by direct sequencing and DHPLC to detect TP53 mutations (exons 2-11).	Monoallelic TP53 inactivation is associated with poor prognosis in chronic lymphocytic leukemia: results from a detailed genetic characterization with long-term follow-up.
596	1	0.5861	18689542	0.2	Most patients with 17p deletions also had TP53 mutations (81%).	Monoallelic TP53 inactivation is associated with poor prognosis in chronic lymphocytic leukemia: results from a detailed genetic characterization with long-term follow-up.
597	0	-0.5201	18689542	0.3	Mutations in the absence of 17p deletions were found in 4.5%.	Monoallelic TP53 inactivation is associated with poor prognosis in chronic lymphocytic leukemia: results from a detailed genetic characterization with long-term follow-up.
598	1	0.13	18689542	0.4	We found a shorter survival for patients with TP53 mutation (n = 18; P = .002), which was more pronounced when analyzed from the time point of mutation detection (6.8 vs 69 months, P < .001).	Monoallelic TP53 inactivation is associated with poor prognosis in chronic lymphocytic leukemia: results from a detailed genetic characterization with long-term follow-up.
599	1	1.422	18689542	0.5	The survival was equally poor for patients with deletion 17p plus TP53 mutation (7.6 months, n = 13), TP53 mutation only (5.5 months, n = 5), and 17p deletion only (5.4 months, n = 3).	Monoallelic TP53 inactivation is associated with poor prognosis in chronic lymphocytic leukemia: results from a detailed genetic characterization with long-term follow-up.
600	1	1.02	18689542	0.6	The prognostic impact of TP53 mutation (HR 3.71) was shown to be independent of stage, VH status, and 11q and 17p deletion in multivariate analysis.	Monoallelic TP53 inactivation is associated with poor prognosis in chronic lymphocytic leukemia: results from a detailed genetic characterization with long-term follow-up.
601	1	0.7203	18689542	0.7	Serial samples showed evidence of clonal evolution and increasing clone size during chemotherapy, suggesting that there may be patients where this treatment is potentially harmful.	Monoallelic TP53 inactivation is associated with poor prognosis in chronic lymphocytic leukemia: results from a detailed genetic characterization with long-term follow-up.
602	1	0.138	18689542	0.8	TP53 mutations are associated with poor sur-vival once they occur in CLL.	Monoallelic TP53 inactivation is associated with poor prognosis in chronic lymphocytic leukemia: results from a detailed genetic characterization with long-term follow-up.
603	0	-0.9222	18689542	0.9	The de-monstration of clonal evolution under selective pressure supports the biologic significance of TP53 mutations in CLL.	Monoallelic TP53 inactivation is associated with poor prognosis in chronic lymphocytic leukemia: results from a detailed genetic characterization with long-term follow-up.
604	1	0.2044	26894380	0	Cancerous inhibitor of protein phosphatase 2A (CIP2A) is an oncoprotein which participates in inhibiting tumor apoptosis in pancreatic cancer cells.	CIP2A down regulation enhances the sensitivity of pancreatic cancer cells to gemcitabine.
605	0	-1.198	26894380	0.125	Using immunohistochemical staining, we investigated the expression of CIP2A protein in 72 cases of human pancreatic ductal adenocarcinoma (PDAC) tissue and 27 cases of adjacent normal pancreatic tissue.	CIP2A down regulation enhances the sensitivity of pancreatic cancer cells to gemcitabine.
606	1	0.2423	26894380	0.25	The positive rate of CIP2A protein expression in pancreatic cancer tissue was70.83 %, which was significantly higher than that in adjacent non- cancerous pancreatic tissue (11.11%).	CIP2A down regulation enhances the sensitivity of pancreatic cancer cells to gemcitabine.
607	1	1.5	26894380	0.375	The expression of CIP2A was found to be correlated with TNM stage, but not correlated with age, gender, tumor location, smoking status, alcohol consumption, diabetes, high blood pressure, BMI, tumor size, lymph node metastasis or distant metastases.	CIP2A down regulation enhances the sensitivity of pancreatic cancer cells to gemcitabine.
608	1	1.187	26894380	0.5	Kaplan- Meier survival analysis showed that patients with positive CIP2A protein expression had a lower overall survival rate than patients without CIP2A expression.	CIP2A down regulation enhances the sensitivity of pancreatic cancer cells to gemcitabine.
609	1	0.2649	26894380	0.625	COX regression analysis indicated that expression of CIP2A was an independent prognostic factor for pancreatic ductal adenocarcinoma.	CIP2A down regulation enhances the sensitivity of pancreatic cancer cells to gemcitabine.
610	1	0.7018	26894380	0.75	In addition, down-regulation of CIP2A inhibited cell proliferation and increased sensitivity to gemcitabine in pancreatic cancer cells by decreasing AKT signaling pathway.	CIP2A down regulation enhances the sensitivity of pancreatic cancer cells to gemcitabine.
611	0	-0.4322	26894380	0.875	Our results indicated that down-regulation of CIP2A could be a novel therapeutic strategy for pancreatic cancer.	CIP2A down regulation enhances the sensitivity of pancreatic cancer cells to gemcitabine.
612	0	-0.3478	26243863	0	UNLABELLED: The Cancer Genome Atlas project identified HER2 somatic mutations and gene amplification in 7% of patients with colorectal cancer.	HER2 activating mutations are targets for colorectal cancer treatment.
613	1	0.9946	26243863	0.1111	Introduction of the HER2 mutations S310F, L755S, V777L, V842I, and L866M into colon epithelial cells increased signaling pathways and anchorage-independent cell growth, indicating that they are activating mutations.	HER2 activating mutations are targets for colorectal cancer treatment.
614	1	0.6138	26243863	0.2222	Introduction of these HER2 activating mutations into colorectal cancer cell lines produced resistance to cetuximab and panitumumab by sustaining MAPK phosphorylation.	HER2 activating mutations are targets for colorectal cancer treatment.
615	0	-0.2699	26243863	0.3333	HER2 mutants are potently inhibited by low nanomolar doses of the irreversible tyrosine kinase inhibitors neratinib and afatinib.	HER2 activating mutations are targets for colorectal cancer treatment.
616	1	1.225	26243863	0.4444	HER2 gene sequencing of 48 cetuximab-resistant, quadruple (KRAS, NRAS, BRAF, and PIK3CA) wild-type (WT) colorectal cancer patient-derived xenografts (PDX) identified 4 PDXs with HER2 mutations.	HER2 activating mutations are targets for colorectal cancer treatment.
617	0	-1.044	26243863	0.5556	HER2-targeted therapies were tested on two PDXs.	HER2 activating mutations are targets for colorectal cancer treatment.
618	1	0.9437	26243863	0.6667	Treatment with a single HER2-targeted drug (trastuzumab, neratinib, or lapatinib) delayed tumor growth, but dual HER2-targeted therapy with trastuzumab plus tyrosine kinase inhibitors produced regression of these HER2-mutated PDXs.	HER2 activating mutations are targets for colorectal cancer treatment.
619	1	1.283	26243863	0.7778	SIGNIFICANCE: HER2 activating mutations cause EGFR antibody resistance in colorectal cell lines, and PDXs with HER2 mutations show durable tumor regression when treated with dual HER2-targeted therapy.	HER2 activating mutations are targets for colorectal cancer treatment.
620	1	0.3944	26243863	0.8889	These data provide a strong preclinical rationale for clinical trials targeting HER2 activating mutations in metastatic colorectal cancer.	HER2 activating mutations are targets for colorectal cancer treatment.
621	0	-0.3106	28103578	0	The von Hippel-Lindau (VHL) gene is often inactivated in sporadic renal cell carcinoma (RCC) by mutation or promoter hypermethylation.	Prognostic and predictive value of VHL gene alteration in renal cell carcinoma: a meta-analysis and review.
622	0	-1.047	28103578	0.1111	The prognostic or predictive value of VHL gene alteration is not well established.	Prognostic and predictive value of VHL gene alteration in renal cell carcinoma: a meta-analysis and review.
623	0	-0.7117	28103578	0.2222	We conducted this meta-analysis to evaluate the association between the VHL alteration and clinical outcomes in patients with RCC.	Prognostic and predictive value of VHL gene alteration in renal cell carcinoma: a meta-analysis and review.
624	0	-0.9187	28103578	0.3333	We searched PUBMED, MEDLINE and EMBASE for articles including following terms in their titles, abstracts, or keywords: 'kidney or renal', 'carcinoma or cancer or neoplasm or malignancy', 'von Hippel-Lindau or VHL', 'alteration or mutation or methylation', and 'prognostic or predictive'.	Prognostic and predictive value of VHL gene alteration in renal cell carcinoma: a meta-analysis and review.
625	1	0.6425	28103578	0.4444	There were six studies fulfilling inclusion criteria and a total of 633 patients with clear cell RCC were included in the study: 244 patients who received anti-vascular endothelial growth factor (VEGF) therapy in the predictive value analysis and 419 in the prognostic value analysis.	Prognostic and predictive value of VHL gene alteration in renal cell carcinoma: a meta-analysis and review.
626	1	0.8908	28103578	0.5556	Out of 663 patients, 410 (61.8%) had VHL alteration.	Prognostic and predictive value of VHL gene alteration in renal cell carcinoma: a meta-analysis and review.
627	1	2.004	28103578	0.6667	The meta-analysis showed no association between the VHL gene alteration and overall response rate (relative risk = 1.47 [95% CI, 0.81-2.67], P = 0.20) or progression free survival (hazard ratio = 1.02 [95% CI, 0.72-1.44], P = 0.91) in patients with RCC who received VEGF-targeted therapy.	Prognostic and predictive value of VHL gene alteration in renal cell carcinoma: a meta-analysis and review.
628	1	1.216	28103578	0.7778	There was also no correlation between the VHL alteration and overall survival (HR = 0.80 [95% CI, 0.56-1.14], P = 0.21).	Prognostic and predictive value of VHL gene alteration in renal cell carcinoma: a meta-analysis and review.
629	1	0.2242	28103578	0.8889	In conclusion, this meta-analysis indicates that VHL gene alteration has no prognostic or predictive value in patients with clear cell RCC.	Prognostic and predictive value of VHL gene alteration in renal cell carcinoma: a meta-analysis and review.
630	0	-1.165	23632886	0	In this study, we evaluated the frequency and prognostic impact of DNMT3A mutations (DNMT3A(mut)) in 1770 younger adult patients with acute myeloid leukemia (AML) in the context of other genetic alterations and the European LeukemiaNet (ELN) classification.	Clinical impact of DNMT3A mutations in younger adult patients with acute myeloid leukemia: results of the AML Study Group (AMLSG).
631	0	-0.44	23632886	0.2	DNMT3A(mut) were found in 20.9% of AMLs and were associated with older age (P < .0001), higher white blood cell counts (P < .0001), cytogenetically normal AML (CN-AML; P < .0001), NPM1 mutations (P < .0001), FLT3 internal tandem duplications (P < .0001), and IDH1/2 mutations (P < .0001).	Clinical impact of DNMT3A mutations in younger adult patients with acute myeloid leukemia: results of the AML Study Group (AMLSG).
632	0	-0.8826	23632886	0.4	In univariable and multivariable analyses, DNMT3A(mut) did not impact event-free, relapse-free (RFS), or overall survival (OS) in either the entire cohort or in CN-AML; a negative prognostic effect was found only in the ELN unfavorable CN-AML subset (OS, P = .011).	Clinical impact of DNMT3A mutations in younger adult patients with acute myeloid leukemia: results of the AML Study Group (AMLSG).
633	1	0.3284	23632886	0.6	In addition, R882 mutations vs non-R882 mutations showed opposite clinical effects-unfavorable for R882 on RFS (all: hazard ratio [HR], 1.29 [P = .026]; CN-AML: HR, 1.38 [P = .018]) and favorable for non-R882 on OS (all: HR, 0.77 [P = .057]; CN-AML: HR, 0.73 [P = .083]).	Clinical impact of DNMT3A mutations in younger adult patients with acute myeloid leukemia: results of the AML Study Group (AMLSG).
634	0	-1.503	23632886	0.8	In our statistically high-powered study with minimized selection bias, DNMT3A(mut) represent a frequent genetic lesion in younger adults with AML but have no significant impact on survival end points; only moderate effects on outcome were found, depending on molecular subgroup and DNMT3A(mut) type.	Clinical impact of DNMT3A mutations in younger adult patients with acute myeloid leukemia: results of the AML Study Group (AMLSG).
635	0	-3.132	23435671	0	BACKGROUND: It has not yet been defined if KRAS has a prognostic value or is a predictive biomarker for the efficacy of erlotinib in advanced pancreatic cancer (PC).	KRAS mutation status is not predictive for objective response to anti-EGFR treatment with erlotinib in patients with advanced pancreatic cancer.
636	0	-0.1809	23435671	0.1429	METHODS: AIO-PK0104 was a phase III trial comparing gemcitabine/erlotinib followed by capecitabine with capecitabine/erlotinib followed by gemcitabine in advanced PC.	KRAS mutation status is not predictive for objective response to anti-EGFR treatment with erlotinib in patients with advanced pancreatic cancer.
637	1	0.3258	23435671	0.2857	For this post hoc subgroup analysis, biomarker data on the KRAS exon 2 mutation status were correlated with objective response to 1st-line therapy and with overall survival after start of 2nd-line chemotherapy (OSc).	KRAS mutation status is not predictive for objective response to anti-EGFR treatment with erlotinib in patients with advanced pancreatic cancer.
638	0	-0.4184	23435671	0.4286	RESULTS: KRAS codon 12 was mutated in 121 of 173 (70 %) patients.	KRAS mutation status is not predictive for objective response to anti-EGFR treatment with erlotinib in patients with advanced pancreatic cancer.
639	1	1.17	23435671	0.5714	The KRAS status showed no association with objective response (p = 0.40), but KRAS wildtype patients had an improved OS (HR 1.68, p = 0.005).	KRAS mutation status is not predictive for objective response to anti-EGFR treatment with erlotinib in patients with advanced pancreatic cancer.
640	1	0.2855	23435671	0.7143	A trend for a survival benefit was also observed during (non-erlotinib containing) 2nd-line chemotherapy, with a HR of 1.47 (p = 0.10) for the OSc.	KRAS mutation status is not predictive for objective response to anti-EGFR treatment with erlotinib in patients with advanced pancreatic cancer.
641	0	-1.355	23435671	0.8571	CONCLUSION: This post hoc analysis of AIO-PK0104 supports the assumption that KRAS is rather a prognostic than a predictive biomarker in PC.	KRAS mutation status is not predictive for objective response to anti-EGFR treatment with erlotinib in patients with advanced pancreatic cancer.
642	0	-1.537	16236737	0	BACKGROUND: Trastuzumab, a recombinant monoclonal antibody against HER2, has clinical activity in advanced breast cancer that overexpresses HER2.	Trastuzumab after adjuvant chemotherapy in HER2-positive breast cancer.
643	0	-2.072	16236737	0.09091	We investigated its efficacy and safety after excision of early-stage breast cancer and completion of chemotherapy.	Trastuzumab after adjuvant chemotherapy in HER2-positive breast cancer.
644	0	-1.173	16236737	0.1818	METHODS: This international, multicenter, randomized trial compared one or two years of trastuzumab given every three weeks with observation in patients with HER2-positive and either node-negative or node-positive breast cancer who had completed locoregional therapy and at least four cycles of neoadjuvant or adjuvant chemotherapy.	Trastuzumab after adjuvant chemotherapy in HER2-positive breast cancer.
645	1	0.3718	16236737	0.2727	RESULTS: Data were available for 1694 women randomly assigned to two years of treatment with trastuzumab, 1694 women assigned to one year of trastuzumab, and 1693 women assigned to observation.	Trastuzumab after adjuvant chemotherapy in HER2-positive breast cancer.
646	1	0.2078	16236737	0.3636	We report here the results only of treatment with trastuzumab for one year or observation.	Trastuzumab after adjuvant chemotherapy in HER2-positive breast cancer.
647	0	-0.7593	16236737	0.4545	At the first planned interim analysis (median follow-up of one year), 347 events (recurrence of breast cancer, contralateral breast cancer, second nonbreast malignant disease, or death) were observed: 127 events in the trastuzumab group and 220 in the observation group.	Trastuzumab after adjuvant chemotherapy in HER2-positive breast cancer.
648	1	0.08333	16236737	0.5455	The unadjusted hazard ratio for an event in the trastuzumab group, as compared with the observation group, was 0.54 (95 percent confidence interval, 0.43 to 0.67; P<0.0001 by the log-rank test, crossing the interim analysis boundary), representing an absolute benefit in terms of disease-free survival at two years of 8.4 percentage points.	Trastuzumab after adjuvant chemotherapy in HER2-positive breast cancer.
649	1	1.084	16236737	0.6364	Overall survival in the two groups was not significantly different (29 deaths with trastuzumab vs. 37 with observation).	Trastuzumab after adjuvant chemotherapy in HER2-positive breast cancer.
650	1	0.492	16236737	0.7273	Severe cardiotoxicity developed in 0.5 percent of the women who were treated with trastuzumab.	Trastuzumab after adjuvant chemotherapy in HER2-positive breast cancer.
651	1	0.2566	16236737	0.8182	CONCLUSIONS: One year of treatment with trastuzumab after adjuvant chemotherapy significantly improves disease-free survival among women with HER2-positive breast cancer.	Trastuzumab after adjuvant chemotherapy in HER2-positive breast cancer.
652	0	-1.291	16236737	0.9091	(ClinicalTrials.gov number, NCT00045032.)	Trastuzumab after adjuvant chemotherapy in HER2-positive breast cancer.
653	0	-0.8186	21596855	0	We have investigated the prognostic significance of isocitrate dehydrogenase 2 (IDH2) mutations in 1473 younger adult acute myeloid leukemia patients treated in 2 United Kingdom Medical Research Council trials.	The prognostic significance of IDH2 mutations in AML depends on the location of the mutation.
654	1	1.504	21596855	0.1429	An IDH2 mutation was present in 148 cases (10%), 80% at R140 and 20% at R172.	The prognostic significance of IDH2 mutations in AML depends on the location of the mutation.
655	0	-0.2049	21596855	0.2857	Patient characteristics and outcome differed markedly between the 2 mutations.	The prognostic significance of IDH2 mutations in AML depends on the location of the mutation.
656	1	0.5659	21596855	0.4286	IDH2(R140) significantly correlated with nucleophosmin mutations (NPM1(MUT)), whereas IDH2(R172) cases generally lacked other molecular mutations.	The prognostic significance of IDH2 mutations in AML depends on the location of the mutation.
657	1	0.3737	21596855	0.5714	An IDH2(R140) mutation was an independent favorable prognostic factor for relapse (P = .004) and overall survival (P = .008), and there was no significant heterogeneity with regard to NPM1 or FLT3 internal tandem duplication (FLT3/ITD) genotype.	The prognostic significance of IDH2 mutations in AML depends on the location of the mutation.
658	1	0.1061	21596855	0.7143	Relapse in FLT3/ITD(WT)NPM1(MUT)IDH2(R140) patients was lower than in favorable-risk cytogenetics patients in the same cohort (20% and 38% at 5 years, respectively).	The prognostic significance of IDH2 mutations in AML depends on the location of the mutation.
659	1	0.5226	21596855	0.8571	The presence of an IDH2(R172) mutation was associated with a significantly worse outcome than IDH2(R140), and relapse in FLT3/ITD(WT)NPM1(WT)IDH2(R172) patients was comparable with adverse-risk cytogenetics patients (76% and 72%, respectively).	The prognostic significance of IDH2 mutations in AML depends on the location of the mutation.
660	0	-0.9994	14504092	0	We recently described a subset of patients with a myeloproliferative variant of hypereosinophilic syndrome (MHES) characterized by elevated serum tryptase levels, increased atypical mast cells in the bone marrow, tissue fibrosis, and the presence of the fusion tyrosine kinase, FIP1L1-PDGFRalpha, which is a therapeutic target of imatinib mesylate.	Molecular remission and reversal of myelofibrosis in response to imatinib mesylate treatment in patients with the myeloproliferative variant of hypereosinophilic syndrome.
661	1	1.451	14504092	0.125	Seven patients with MHES were treated with imatinib mesylate (300-400 mg daily).	Molecular remission and reversal of myelofibrosis in response to imatinib mesylate treatment in patients with the myeloproliferative variant of hypereosinophilic syndrome.
662	0	-0.7828	14504092	0.25	Clinical improvement and resolution of eosinophilia was observed in all patients, although cardiac dysfunction, when present, was not altered by therapy.	Molecular remission and reversal of myelofibrosis in response to imatinib mesylate treatment in patients with the myeloproliferative variant of hypereosinophilic syndrome.
663	0	-0.561	14504092	0.375	Reversal of bone marrow pathology, including increased cellularity, the presence of spindle-shaped mast cells, and myelofibrosis, was evident in all patients at 4 to 8 weeks following initiation of therapy.	Molecular remission and reversal of myelofibrosis in response to imatinib mesylate treatment in patients with the myeloproliferative variant of hypereosinophilic syndrome.
664	1	0.217	14504092	0.5	This was accompanied by a decrease in activated eosinophils and mast cells in the peripheral blood and bone marrow, respectively.	Molecular remission and reversal of myelofibrosis in response to imatinib mesylate treatment in patients with the myeloproliferative variant of hypereosinophilic syndrome.
665	0	-1.31	14504092	0.625	Serum tryptase levels declined rapidly to normal levels in all patients and remained in the normal range throughout therapy.	Molecular remission and reversal of myelofibrosis in response to imatinib mesylate treatment in patients with the myeloproliferative variant of hypereosinophilic syndrome.
666	1	0.2609	14504092	0.75	Molecular remission, with disappearance of detectable FIP1L1/PDGFRA (F/P) transcripts, was achieved in 5 of 6 patients tested.	Molecular remission and reversal of myelofibrosis in response to imatinib mesylate treatment in patients with the myeloproliferative variant of hypereosinophilic syndrome.
667	0	-0.1186	14504092	0.875	The lack of reversal of cardiac abnormalities and persistence of the F/P mutation in some patients suggests that early intervention with higher doses of imatinib mesylate may be desirable in the treatment of patients with MHES.	Molecular remission and reversal of myelofibrosis in response to imatinib mesylate treatment in patients with the myeloproliferative variant of hypereosinophilic syndrome.
668	0	-2.218	25982012	0	In-frame fusion KIF5B (the-kinesin-family-5B-gene)-RET transcripts have been characterized in 1-2% of non-small cell lung cancers and are known oncogenic drivers.	Systemic and CNS activity of the RET inhibitor vandetanib combined with the mTOR inhibitor everolimus in KIF5B-RET re-arranged non-small cell lung cancer with brain metastases.
669	0	-0.1286	25982012	0.07143	The RET tyrosine kinase inhibitor, vandetanib, suppresses fusion-induced, anchorage-independent growth activity.	Systemic and CNS activity of the RET inhibitor vandetanib combined with the mTOR inhibitor everolimus in KIF5B-RET re-arranged non-small cell lung cancer with brain metastases.
670	0	-1.088	25982012	0.1429	In vitro studies have shown that vandetanib is a high-affinity substrate of breast cancer resistance protein (Bcrp1/Abcg2) but is not transported by P-glycoprotein (P-gp), limiting its blood-brain barrier penetration.	Systemic and CNS activity of the RET inhibitor vandetanib combined with the mTOR inhibitor everolimus in KIF5B-RET re-arranged non-small cell lung cancer with brain metastases.
671	0	-0.6065	25982012	0.2143	A co-administration strategy to enhance the brain accumulation of vandetanib by modulating P-gp/Abcb1- and Bcrp1/Abcg2-mediated efflux with mTOR inhibitors, specifically everolimus, was shown to increase the blood-brain barrier penetration.	Systemic and CNS activity of the RET inhibitor vandetanib combined with the mTOR inhibitor everolimus in KIF5B-RET re-arranged non-small cell lung cancer with brain metastases.
672	0	-0.9075	25982012	0.2857	We report the first bench-to-bedside evidence that RET inhibitor combined with an mTOR inhibitor is active against brain-metastatic RET-rearranged lung cancer and the first evidence of blood-brain barrier penetration.	Systemic and CNS activity of the RET inhibitor vandetanib combined with the mTOR inhibitor everolimus in KIF5B-RET re-arranged non-small cell lung cancer with brain metastases.
673	1	0.8164	25982012	0.3571	A 74-year-old female with progressive adenocarcinoma of the lung (wild-type EGFR and no ALK rearrangement) presented for therapy options.	Systemic and CNS activity of the RET inhibitor vandetanib combined with the mTOR inhibitor everolimus in KIF5B-RET re-arranged non-small cell lung cancer with brain metastases.
674	0	-0.1901	25982012	0.4286	A deletion of 5'RET was revealed by FISH assay, indicating RET-gene rearrangement.	Systemic and CNS activity of the RET inhibitor vandetanib combined with the mTOR inhibitor everolimus in KIF5B-RET re-arranged non-small cell lung cancer with brain metastases.
675	1	0.9968	25982012	0.5	Because of progressive disease in the brain, she was enrolled in a clinical trial with vandetanib and everolimus (NCT01582191).	Systemic and CNS activity of the RET inhibitor vandetanib combined with the mTOR inhibitor everolimus in KIF5B-RET re-arranged non-small cell lung cancer with brain metastases.
676	0	-0.3502	25982012	0.5714	Comprehensive genomic profiling revealed fusion of KIF5B (the-kinesin-family-5B-gene) and RET, in addition to AKT2 gene amplification.	Systemic and CNS activity of the RET inhibitor vandetanib combined with the mTOR inhibitor everolimus in KIF5B-RET re-arranged non-small cell lung cancer with brain metastases.
677	1	0.702	25982012	0.6429	After two cycles of therapy a repeat MRI brain showed a decrease in the intracranial disease burden and PET/CT showed systemic response as well.	Systemic and CNS activity of the RET inhibitor vandetanib combined with the mTOR inhibitor everolimus in KIF5B-RET re-arranged non-small cell lung cancer with brain metastases.
678	0	-1.068	25982012	0.7143	Interestingly, AKT2 amplification seen is a critical component of the PI3K/mTOR pathway, alterations of which has been associated with both de novo and acquired resistance to targeted therapy.	Systemic and CNS activity of the RET inhibitor vandetanib combined with the mTOR inhibitor everolimus in KIF5B-RET re-arranged non-small cell lung cancer with brain metastases.
679	0	-1.029	25982012	0.7857	The addition of everolimus may have both overcome the AKT2 amplification to produce a response in addition to its direct effects on the RET gene.	Systemic and CNS activity of the RET inhibitor vandetanib combined with the mTOR inhibitor everolimus in KIF5B-RET re-arranged non-small cell lung cancer with brain metastases.
680	0	-0.1671	25982012	0.8571	Our case report forms the first evidence of blood-brain barrier penetration by vandetanib in combination with everolimus.	Systemic and CNS activity of the RET inhibitor vandetanib combined with the mTOR inhibitor everolimus in KIF5B-RET re-arranged non-small cell lung cancer with brain metastases.
681	0	-0.9473	25982012	0.9286	Further research is required in this setting.	Systemic and CNS activity of the RET inhibitor vandetanib combined with the mTOR inhibitor everolimus in KIF5B-RET re-arranged non-small cell lung cancer with brain metastases.
682	0	-1.294	20570890	0	Mutations in RAS proteins occur widely in human cancer.	Genomic and biological characterization of exon 4 KRAS mutations in human cancer.
683	0	-1.871	20570890	0.1111	Prompted by the confirmation of KRAS mutation as a predictive biomarker of response to epidermal growth factor receptor (EGFR)-targeted therapies, limited clinical testing for RAS pathway mutations has recently been adopted.	Genomic and biological characterization of exon 4 KRAS mutations in human cancer.
684	0	-2.035	20570890	0.2222	We performed a multiplatform genomic analysis to characterize, in a nonbiased manner, the biological, biochemical, and prognostic significance of Ras pathway alterations in colorectal tumors and other solid tumor malignancies.	Genomic and biological characterization of exon 4 KRAS mutations in human cancer.
685	0	-0.3581	20570890	0.3333	Mutations in exon 4 of KRAS were found to occur commonly and to predict for a more favorable clinical outcome in patients with colorectal cancer.	Genomic and biological characterization of exon 4 KRAS mutations in human cancer.
686	1	0.3557	20570890	0.4444	Exon 4 KRAS mutations, all of which were identified at amino acid residues K117 and A146, were associated with lower levels of GTP-bound RAS in isogenic models.	Genomic and biological characterization of exon 4 KRAS mutations in human cancer.
687	1	0.07952	20570890	0.5556	These same mutations were also often accompanied by conversion to homozygosity and increased gene copy number, in human tumors and tumor cell lines.	Genomic and biological characterization of exon 4 KRAS mutations in human cancer.
688	1	0.005987	20570890	0.6667	Models harboring exon 4 KRAS mutations exhibited mitogen-activated protein/extracellular signal-regulated kinase kinase dependence and resistance to EGFR-targeted agents.	Genomic and biological characterization of exon 4 KRAS mutations in human cancer.
689	0	-0.9012	20570890	0.7778	Our findings suggest that RAS mutation is not a binary variable in tumors, and that the diversity in mutant alleles and variability in gene copy number may also contribute to the heterogeneity of clinical outcomes observed in cancer patients.	Genomic and biological characterization of exon 4 KRAS mutations in human cancer.
690	0	-0.2491	20570890	0.8889	These results also provide a rationale for broader KRAS testing beyond the most common hotspot alleles in exons 2 and 3.	Genomic and biological characterization of exon 4 KRAS mutations in human cancer.
691	0	-0.692	16730237	0	To understand the role of human epidermal growth factor receptor (hEGFR) kinase domain mutations in lung tumorigenesis and response to EGFR-targeted therapies, we generated bitransgenic mice with inducible expression in type II pneumocytes of two common hEGFR mutants seen in human lung cancer.	The impact of human EGFR kinase domain mutations on lung tumorigenesis and in vivo sensitivity to EGFR-targeted therapies.
692	0	-0.1556	16730237	0.2	Both bitransgenic lines developed lung adenocarcinoma after sustained hEGFR mutant expression, confirming their oncogenic potential.	The impact of human EGFR kinase domain mutations on lung tumorigenesis and in vivo sensitivity to EGFR-targeted therapies.
693	0	-0.1938	16730237	0.4	Maintenance of these lung tumors was dependent on continued expression of the EGFR mutants.	The impact of human EGFR kinase domain mutations on lung tumorigenesis and in vivo sensitivity to EGFR-targeted therapies.
694	1	0.4462	16730237	0.6	Treatment with small molecule inhibitors (erlotinib or HKI-272) as well as prolonged treatment with a humanized anti-hEGFR antibody (cetuximab) led to dramatic tumor regression.	The impact of human EGFR kinase domain mutations on lung tumorigenesis and in vivo sensitivity to EGFR-targeted therapies.
695	0	-0.3065	16730237	0.8	These data suggest that persistent EGFR signaling is required for tumor maintenance in human lung adenocarcinomas expressing EGFR mutants.	The impact of human EGFR kinase domain mutations on lung tumorigenesis and in vivo sensitivity to EGFR-targeted therapies.
696	0	-0.7297	14679114	0	BACKGROUND: Trastuzumab provides significant clinical benefits in HER2-positive metastatic breast cancer patients when administered in combination with chemotherapy.	Randomized phase II trial of gemcitabine-cisplatin with or without trastuzumab in HER2-positive non-small-cell lung cancer.
697	0	-1.043	14679114	0.05882	Chemotherapy has also been shown to be beneficial in some patients with advanced non-small-cell lung cancer (NSCLC).	Randomized phase II trial of gemcitabine-cisplatin with or without trastuzumab in HER2-positive non-small-cell lung cancer.
698	0	-0.9325	14679114	0.1176	The present randomized phase II trial examined the effect of adding trastuzumab to a standard chemotherapeutic combination (gemcitabine-cisplatin) in patients with HER2-positive NSCLC.	Randomized phase II trial of gemcitabine-cisplatin with or without trastuzumab in HER2-positive non-small-cell lung cancer.
699	0	-2.121	14679114	0.1765	PATIENTS AND METHODS: Patients with untreated stage IIIB/IV HER2-positive NSCLC received up to six 21-day cycles of gemcitabine 1250 mg/m(2) (days 1 and 8) and cisplatin 75 mg/m(2) (day 1).	Randomized phase II trial of gemcitabine-cisplatin with or without trastuzumab in HER2-positive non-small-cell lung cancer.
700	0	-0.2212	14679114	0.2353	Patients in the trastuzumab arm received trastuzumab 4 mg/kg intravenously (i.v.)	Randomized phase II trial of gemcitabine-cisplatin with or without trastuzumab in HER2-positive non-small-cell lung cancer.
701	0	-1.078	14679114	0.2941	followed by 2 mg/kg/week i v  until progression.	Randomized phase II trial of gemcitabine-cisplatin with or without trastuzumab in HER2-positive non-small-cell lung cancer.
702	0	-1.503	14679114	0.3529	RESULTS: Of 619 patients screened, 103 were eligible.	Randomized phase II trial of gemcitabine-cisplatin with or without trastuzumab in HER2-positive non-small-cell lung cancer.
703	1	1.02	14679114	0.4118	Fifty-one patients were treated with trastuzumab plus gemcitabine-cisplatin and 50 with gemcitabine-cisplatin alone.	Randomized phase II trial of gemcitabine-cisplatin with or without trastuzumab in HER2-positive non-small-cell lung cancer.
